complaint_id,date_received,product,issue,regulation,company,company_size,state,submitted_via,consumer_consent,narrative,disputed_amount,company_response,timely_response,consumer_disputed
C3103709,2023-05-23,Checking or savings account,Unauthorized transactions or other transaction problem,REG_E,SUMMIT CARD SERVICES,mid,TX,Web,Consent provided,the company says it is following its policy but will not show me the policy. the bank said the transaction was authorized because a PIN was used. the company closed my case without telling me. I have called 8 times about this.,135.86,Closed with explanation,Yes,Yes
C3103986,2023-05-23,Credit card,Charged fees or interest you didn't expect,REG_Z,ATLAS FINANCIAL GROUP,large,VA,Postal mail,Consent provided,I am a customer of 5 years and this is how I am treated. I was charged interest despite paying the balance in full. I was transferred between 5 departments. I am attaching the statement showing the entry. I contacted the company on 2023-04-14 and got nowhere.,80.56,Closed with non-monetary relief,Yes,Yes
C3104880,2023-05-23,Debt collection,Attempts to collect debt not owed,FDCPA,CROWN SAVINGS & TRUST,large,PA,Web,Consent provided,I want this resolved before it affects my credit. the collector called me repeatedly in a single day. the company acknowledged the problem on the phone but not in writing. the fee involved was $96.60. I am asking the regulator to look at this. this debt belongs to somebody else with a similar name.,,Closed with non-monetary relief,Yes,Yes
C3106841,2023-05-23,Checking or savings account,Closing an account,REG_E,MERIDIAN NATIONAL BANK,large,AZ,Web,Consent provided,I was told someone would call back and nobody did. my remaining balance was never returned. I have called 2 times about this. I am asking the regulator to look at this. I filed this complaint because the company stopped responding.,103.84,Closed with non-monetary relief,Yes,Yes
C3107014,2023-05-23,Checking or savings account,Problem with a lender or other company charging your account,REG_E,ATLAS FINANCIAL GROUP,large,FL,Phone,Consent provided,the amount taken was more than I authorised. I was tricked into sending a payment by someone pretending to be the bank. I have called 7 times about this. nobody would escalate my case.,21.91,Closed with non-monetary relief,Yes,No
C3105127,2023-05-24,Debt collection,Written notification about debt,FDCPA,CROWN SAVINGS & TRUST,large,IL,Phone,Consent provided,I want this resolved before it affects my credit. I received a letter that did not address what I asked. this has been going on since 2023-05-06. I asked for a supervisor and was refused. the representative put me on hold for over an hour.,,Closed with explanation,Yes,No
C3105504,2023-05-24,Checking or savings account,Closing an account,REG_E,SUMMIT CARD SERVICES,mid,MA,Phone,Consent provided,the amount involved is $983.89. I received a letter that did not address what I asked. I filed this complaint because the company stopped responding. the bank closed my account and would not say why.,983.89,Closed with monetary relief,Yes,No
C3106976,2023-05-24,Checking or savings account,Problem with a lender or other company charging your account,REG_E,MERIDIAN NATIONAL BANK,large,MI,Web,Consent provided,I am asking the regulator to look at this. a company debited my account after I revoked authorisation. my account has been affected since 2023-04-12. the amount taken was more than I authorised. the lender would not discuss a repayment plan.,81.13,Closed with explanation,Yes,No
C3108164,2023-05-24,Debt collection,Attempts to collect debt not owed,FDCPA,HARBOR CREDIT UNION,mid,FL,Postal mail,Consent provided,they could not produce validation of the debt. I was told someone would call back and nobody did. my account has been affected since 2023-04-17.,,Closed with non-monetary relief,Yes,No
C3108366,2023-05-24,Credit card,"Other features, terms, or problems",REG_Z,PACIFIC UNION BANCORP,large,IL,Web,Consent provided,the terms of my account changed without notice. a fee appeared that no disclosure mentioned. my account has been affected since 2023-04-06. I filed this complaint because the company stopped responding.,31.45,Closed with explanation,Yes,Yes
C3100501,2023-05-25,Debt collection,Communication tactics,FDCPA,MERIDIAN NATIONAL BANK,large,OH,Phone,Consent provided,the caller threatened action they could not take. I have disputed this 4 times now. the online portal does not show the case at all. the response I received was a form letter.,,Closed with monetary relief,Yes,No
C3100590,2023-05-25,Checking or savings account,Confusing or missing disclosures,REG_E,PACIFIC UNION BANCORP,large,NJ,Web,Consent provided,I have kept records of every call. I asked for a supervisor and was refused. I want an explanation of how the amount was calculated.,11.34,Closed with non-monetary relief,Yes,Yes
C3101109,2023-05-25,Checking or savings account,Managing an account,REG_E,NORTHSTAR RECOVERY LLC,small,OH,Web,Consent provided,the company acknowledged the problem on the phone but not in writing. I have called 8 times about this. the bank changed my account terms without notice. the company closed my case without telling me. I have been given a different answer every time I call.,53.22,Closed with monetary relief,Yes,No
C3101176,2023-05-25,"Money transfer, virtual currency, or money service",Fraud or scam,REG_E,SUMMIT CARD SERVICES,mid,NC,Web,Consent provided,I reported the scam the same day and the funds were already gone. I have called 2 times about this. there are charges on my account I did not authorize. I have kept records of every call. I am attaching the statement showing the entry. I want this resolved before it affects my credit.,124.25,Closed with explanation,Yes,Yes
C3104553,2023-05-25,Checking or savings account,Problem with a lender or other company charging your account,REG_E,SUMMIT CARD SERVICES,mid,TX,Web,Consent provided,a company debited my account after I revoked authorisation. I want this resolved before it affects my credit. the amount taken was more than I authorised. I am asking the regulator to look at this.,39.89,Closed with monetary relief,Yes,No
C3107011,2023-05-25,Checking or savings account,Managing an account,REG_E,PACIFIC UNION BANCORP,large,GA,Web,Consent provided,I filed this complaint because the company stopped responding. I could not get into online banking for days. the terms on the website differ from the agreement. my direct deposit went to the wrong account. the response I received was a form letter.,70.99,Closed with explanation,Yes,No
C3107180,2023-05-25,Debt collection,Written notification about debt,FDCPA,CROWN SAVINGS & TRUST,large,FL,Web,Consent provided,I asked for a supervisor and was refused. the amount involved is $32.82. I never received a validation notice after the first contact.,,Closed without relief,Yes,No
C3108456,2023-05-25,Credit reporting,Incorrect information on your report,FCRA,SUMMIT CARD SERVICES,mid,GA,Postal mail,Consent provided,I have called 3 times about this. there is a hard inquiry I never authorised. the company says it is following its policy but will not show me the policy. the balance being reported is wrong. the amount involved is $79.25. the fee involved was $79.25.,,Closed without relief,Yes,Yes
C3104539,2023-05-26,Checking or savings account,Problem with a lender or other company charging your account,REG_E,CEDAR POINT LENDING,small,MI,Web,Consent provided,this has been going on since 2023-03-11. a company debited my account after I revoked authorisation. the fee involved was $78.01. I received a letter that did not address what I asked. there are charges on my account I did not authorize.,78.01,Closed with monetary relief,Yes,No
C3105140,2023-05-26,Checking or savings account,Unauthorized transactions or other transaction problem,REG_E,ATLAS FINANCIAL GROUP,large,FL,Fax,Consent provided,I received a letter that did not address what I asked. there are charges on my account I did not authorize. this is causing me real financial hardship. the online portal does not show the case at all.,184.19,Closed with explanation,Yes,No
C3106952,2023-05-26,Checking or savings account,Unauthorized transactions or other transaction problem,REG_E,CROWN SAVINGS & TRUST,large,AZ,Web,Consent provided,I was told someone would call back and nobody did. the online portal does not show the case at all. provisional credit was never applied while the investigation ran.,109.05,Closed with explanation,Yes,No
